,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__hidden_layer_sizes,param_classifier__learning_rate_init,param_classifier__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score,holdout_test_score
0,7.1268902778625485,0.8259693017400622,0.0015846729278564454,0.0011050020338895284,"(46,)",0.01,1000,"{'classifier__hidden_layer_sizes': (46,), 'classifier__learning_rate_init': 0.01, 'classifier__max_iter': 1000}",0.5479204339963833,0.5027124773960217,0.5507246376811594,0.5081669691470054,0.5535390199637024,0.5781818181818181,0.5563636363636364,0.5318761384335154,0.5719489981785064,0.5474452554744526,0.5448601525608427,0.023234735454829514,1,0.6079143953159701,0.6260852008883505,0.6106176826806621,0.615539858728557,0.6123107971745712,0.5944309927360775,0.6131961259079903,0.6215452894896106,0.6183175307645753,0.6165792658329972,0.6136537139519362,0.008150886470948344,0.5637254901960784
