,Unnamed: 0,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__hidden_layer_sizes,param_classifier__learning_rate_init,param_classifier__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score,holdout_test_score
0,0,10.221589636802673,1.4738526896059303,0.001347064971923828,0.00016426233817190945,"(46,)",0.01,1000,"{'classifier__hidden_layer_sizes': (46,), 'classifier__learning_rate_init': 0.01, 'classifier__max_iter': 1000}",0.538878842676311,0.5298372513562387,0.5380434782608695,0.5789473684210527,0.4990925589836661,0.5763636363636364,0.5490909090909091,0.5646630236794171,0.5373406193078324,0.5036496350364964,0.5415909916454776,0.02570649583300802,1,0.6349687058348475,0.6214415505754088,0.6330238191360517,0.6282542885973764,0.6316851664984864,0.6309523809523809,0.6267150928167877,0.6401049021585636,0.6243695783740165,0.6351351351351351,0.6306650620079055,0.005295476833456324,0.5424836601307189
1,0,9.574409985542298,1.3186182330906742,0.0012860536575317386,6.341660375348157e-05,"(46,)",0.01,1000,"{'classifier__hidden_layer_sizes': (46,), 'classifier__learning_rate_init': 0.01, 'classifier__max_iter': 1000}",0.515370705244123,0.5424954792043399,0.5452898550724637,0.5408348457350273,0.5535390199637024,0.5509090909090909,0.5272727272727272,0.5318761384335154,0.5628415300546448,0.5200729927007299,0.539048310933527,0.014424125316641568,1,0.6337573187966888,0.6357762971936199,0.629592248687929,0.6224016145307769,0.6337033299697276,0.6289346246973365,0.6400322841000807,0.6324389751866047,0.6302198910631429,0.6300927793465106,0.6316949363572417,0.004451501385397631,0.5555555555555556
2,0,9.972995114326476,1.6622824539654333,0.0015388011932373044,0.0007930173165583352,"(46,)",0.01,1000,"{'classifier__hidden_layer_sizes': (46,), 'classifier__learning_rate_init': 0.01, 'classifier__max_iter': 1000}",0.5479204339963833,0.5424954792043399,0.519927536231884,0.5517241379310345,0.5499092558983666,0.5545454545454546,0.56,0.5355191256830601,0.5500910746812386,0.5291970802919708,0.5441336723574283,0.011776020502213684,1,0.6291136684837473,0.6301231576822128,0.6209123940250303,0.6339051463168517,0.6335015136226034,0.6154156577885391,0.6267150928167877,0.6334476497881784,0.6235626386927577,0.6296893908834207,0.6276386310100129,0.005762391037519015,0.5620915032679739
3,0,9.274433016777039,1.2966822115982743,0.0013066768646240235,8.199777511748262e-05,"(46,)",0.01,1000,"{'classifier__hidden_layer_sizes': (46,), 'classifier__learning_rate_init': 0.01, 'classifier__max_iter': 1000}",0.5406871609403255,0.5515370705244123,0.519927536231884,0.5408348457350273,0.5408348457350273,0.58,0.5654545454545454,0.5245901639344263,0.5500910746812386,0.5492700729927007,0.5463131129676716,0.01676379218661605,1,0.6327478295982233,0.6264889965677367,0.6310052482842148,0.6375378405650858,0.6294651866801211,0.6416464891041163,0.6265133171912833,0.6407101069195078,0.638491022796046,0.6244453408632513,0.6329051378569586,0.005992084817859389,0.5359477124183006
4,0,9.048780918121338,0.8600153444037749,0.0012967109680175784,0.00013770115970775231,"(46,)",0.01,1000,"{'classifier__hidden_layer_sizes': (46,), 'classifier__learning_rate_init': 0.01, 'classifier__max_iter': 1000}",0.546112115732369,0.5135623869801085,0.5416666666666666,0.5644283121597096,0.5462794918330308,0.5363636363636364,0.5236363636363637,0.5373406193078324,0.5646630236794171,0.5492700729927007,0.5423174718488921,0.015182201516013754,1,0.6404199475065617,0.637391479911165,0.6265643924101736,0.6252270433905146,0.6286579212916246,0.6301452784503632,0.6313559322033898,0.6300181561428283,0.6290094815412548,0.6290843081887858,0.6307873941036661,0.0044393094289838,0.5522875816993464
5,0,9.592384314537048,1.0892292205376235,0.0014623403549194336,0.0004609309861625392,"(46,)",0.01,1000,"{'classifier__hidden_layer_sizes': (46,), 'classifier__learning_rate_init': 0.01, 'classifier__max_iter': 1000}",0.546112115732369,0.5515370705244123,0.5398550724637681,0.5517241379310345,0.5444646098003629,0.5363636363636364,0.5490909090909091,0.5446265938069217,0.5573770491803278,0.5474452554744526,0.5468579731202324,0.005759960717599495,1,0.6351706036745407,0.6295174641631335,0.6281792490916431,0.6141271442986882,0.6244197780020182,0.6255044390637611,0.6273204196933011,0.6344563243897519,0.6360702037522695,0.6339249697458653,0.6288690595874973,0.0063251963406413935,0.5392156862745098
6,0,9.920123386383057,0.9143946560019848,0.0013325929641723633,0.00013070871276150061,"(46,)",0.01,1000,"{'classifier__hidden_layer_sizes': (46,), 'classifier__learning_rate_init': 0.01, 'classifier__max_iter': 1000}",0.5569620253164557,0.5424954792043399,0.5489130434782609,0.5626134301270418,0.5226860254083484,0.5618181818181818,0.5509090909090909,0.5336976320582878,0.5264116575591985,0.551094890510949,0.5457682528151108,0.013395839777460802,1,0.6357762971936199,0.6381990712699374,0.6348405329027049,0.6375378405650858,0.6314833501513623,0.6218724778046812,0.6378127522195319,0.635061529150696,0.6405083719991931,0.6367486889874949,0.6349840912244307,0.004932690231590997,0.5359477124183006
7,0,8.819399785995483,1.4913007824284858,0.0026627063751220705,0.003411433963114605,"(46,)",0.01,1000,"{'classifier__hidden_layer_sizes': (46,), 'classifier__learning_rate_init': 0.01, 'classifier__max_iter': 1000}",0.5678119349005425,0.5406871609403255,0.4963768115942029,0.5372050816696915,0.5299455535390201,0.5581818181818182,0.5527272727272727,0.5628415300546448,0.5209471766848816,0.551094890510949,0.5417726116963313,0.020638427750118062,1,0.6307288512012922,0.6200282656975571,0.6388776746063787,0.6137235116044399,0.6242179616548941,0.6347861178369653,0.6204600484261501,0.6318337704256607,0.6318337704256607,0.6286809197256958,0.6275170891604694,0.007333964792199429,0.5424836601307189
8,0,8.995347881317139,1.0198181783181657,0.0013725996017456056,0.00014041516227313025,"(46,)",0.01,1000,"{'classifier__hidden_layer_sizes': (46,), 'classifier__learning_rate_init': 0.01, 'classifier__max_iter': 1000}",0.5479204339963833,0.5804701627486437,0.5416666666666666,0.5172413793103449,0.5517241379310345,0.5436363636363636,0.5763636363636364,0.5173041894353371,0.5428051001821493,0.5748175182481752,0.5494006538321831,0.02131899123059237,1,0.6246719160104987,0.6224510397738744,0.6235365361324182,0.6236125126135217,0.6302724520686176,0.6261097659402745,0.6378127522195319,0.6320355053459754,0.6251765180552754,0.6260588947156112,0.6271737892875601,0.004552645266477607,0.5359477124183006
9,0,9.094914770126342,1.3827685473894746,0.001262187957763672,4.976316081186292e-05,"(46,)",0.01,1000,"{'classifier__hidden_layer_sizes': (46,), 'classifier__learning_rate_init': 0.01, 'classifier__max_iter': 1000}",0.5352622061482821,0.5207956600361664,0.5597826086956522,0.5263157894736842,0.5517241379310345,0.5436363636363636,0.5654545454545454,0.5373406193078324,0.5519125683060109,0.5474452554744526,0.5439520523065746,0.013484148151013405,1,0.6301231576822128,0.6309307490409852,0.621114251110214,0.6217961654894046,0.6248234106962663,0.6202582728006457,0.6430589184826473,0.6322372402662901,0.6211418196489812,0.6210165389269867,0.6266500524144634,0.007009481157092539,0.5490196078431373
