,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__hidden_layer_sizes,param_classifier__learning_rate_init,param_classifier__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score,holdout_test_score
0,9.048780918121338,0.8600153444037749,0.0012967109680175782,0.00013770115970775231,"(46,)",0.01,1000,"{'classifier__hidden_layer_sizes': (46,), 'classifier__learning_rate_init': 0.01, 'classifier__max_iter': 1000}",0.546112115732369,0.5135623869801085,0.5416666666666666,0.5644283121597096,0.5462794918330308,0.5363636363636364,0.5236363636363637,0.5373406193078324,0.5646630236794171,0.5492700729927007,0.5423174718488921,0.015182201516013754,1,0.6404199475065617,0.637391479911165,0.6265643924101736,0.6252270433905146,0.6286579212916246,0.6301452784503632,0.6313559322033898,0.6300181561428283,0.6290094815412548,0.6290843081887858,0.6307873941036661,0.0044393094289838,0.5522875816993464
