,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__hidden_layer_sizes,param_classifier__learning_rate_init,param_classifier__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score,holdout_test_score
0,8.964897441864014,1.2925955990485645,0.0015806198120117188,0.00020878891475716477,"(46,)",0.01,1000,"{'classifier__hidden_layer_sizes': (46,), 'classifier__learning_rate_init': 0.01, 'classifier__max_iter': 1000}",0.569620253164557,0.5569620253164557,0.5507246376811594,0.5607985480943739,0.5208711433756806,0.5690909090909091,0.5272727272727272,0.5537340619307832,0.5428051001821493,0.5492700729927007,0.5501271340355975,0.015321746201693912,1,0.6476882697355139,0.6444579043004239,0.6439241017359709,0.6504540867810292,0.6423814328960645,0.6481033091202583,0.6491121872477804,0.6338511196288078,0.6481742989711519,0.6389673255344898,0.6447114035951491,0.004916876819584938,0.5637254901960784
