,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__hidden_layer_sizes,param_classifier__learning_rate_init,param_classifier__max_iter,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score,holdout_test_score
0,0.517238974571228,0.008153796195983887,0.0018752813339233398,7.49826431274414e-05,"(12,)",0.1,100,"{'classifier__hidden_layer_sizes': (12,), 'classifier__learning_rate_init': 0.1, 'classifier__max_iter': 100}",0.49183303085299457,0.48927662668120686,0.4905557573556121,0.0012782017485932237,79,0.5605234460196292,0.5524500907441017,0.5564867683818655,0.004036677637763775,0.5049019607843137
1,0.7141389846801758,0.09227871894836426,0.0018237829208374023,8.761882781982422e-05,"(12,)",0.1,1000,"{'classifier__hidden_layer_sizes': (12,), 'classifier__learning_rate_init': 0.1, 'classifier__max_iter': 1000}",0.5074410163339383,0.4980007270083606,0.5027243007628042,0.0047201434172050956,43,0.5554343874954561,0.5644283121597096,0.5599313498275829,0.004496962332126708,0.5163398692810458
2,0.4934326410293579,0.05662834644317627,0.0019015073776245117,0.0001291036605834961,"(12,)",0.1,10000,"{'classifier__hidden_layer_sizes': (12,), 'classifier__learning_rate_init': 0.1, 'classifier__max_iter': 10000}",0.4998185117967332,0.500181752090149,0.5,0.00018162009878076177,54,0.5579789167575427,0.5517241379310345,0.5548515273442887,0.0031273894132541336,0.5163398692810458
3,0.43996965885162354,0.016866564750671387,0.0018886327743530273,3.921985626220703e-05,"(12,)",0.01,100,"{'classifier__hidden_layer_sizes': (12,), 'classifier__learning_rate_init': 0.01, 'classifier__max_iter': 100}",0.48312159709618874,0.47837150127226463,0.4807482746095169,0.002375047285218312,91,0.5194474736459469,0.5074410163339383,0.5134442449899426,0.006003228656004278,0.5081699346405228
4,3.1022332906723022,0.6476725339889526,0.001843094825744629,5.5909156799316406e-05,"(12,)",0.01,1000,"{'classifier__hidden_layer_sizes': (12,), 'classifier__learning_rate_init': 0.01, 'classifier__max_iter': 1000}",0.5063520871143375,0.5038167938931297,0.5050853614239011,0.0012676462760887325,34,0.5517993456924755,0.5629764065335753,0.5573878761130253,0.005588530420549909,0.5016339869281046
5,3.3060144186019897,0.2708820104598999,0.0017966032028198242,5.7578086853027344e-05,"(12,)",0.01,10000,"{'classifier__hidden_layer_sizes': (12,), 'classifier__learning_rate_init': 0.01, 'classifier__max_iter': 10000}",0.5096188747731397,0.4925481643038895,0.5010897203051217,0.00853535298225773,51,0.5627044711014176,0.5488203266787659,0.5557623988900917,0.006942072211325867,0.5147058823529411
6,0.43619751930236816,0.0004436969757080078,0.0018744468688964844,9.560585021972656e-05,"(12,)",0.001,100,"{'classifier__hidden_layer_sizes': (12,), 'classifier__learning_rate_init': 0.001, 'classifier__max_iter': 100}",0.41960072595281306,0.44529262086513993,0.4324373410824555,0.012845944066287755,103,0.43256997455470736,0.4421052631578947,0.43733761885630107,0.004767644301593682,0.42483660130718953
7,3.903079628944397,0.2870386838912964,0.0017513036727905273,1.4901161193847656e-05,"(12,)",0.001,1000,"{'classifier__hidden_layer_sizes': (12,), 'classifier__learning_rate_init': 0.001, 'classifier__max_iter': 1000}",0.48021778584392016,0.46855688840421666,0.4743915728296404,0.005830447181273424,96,0.5121773900399854,0.4961887477313975,0.5041830688856914,0.007994321154293965,0.49836601307189543
8,3.7246707677841187,0.12536180019378662,0.0017673969268798828,2.384185791015625e-06,"(12,)",0.001,10000,"{'classifier__hidden_layer_sizes': (12,), 'classifier__learning_rate_init': 0.001, 'classifier__max_iter': 10000}",0.4689655172413793,0.48527808069792805,0.4771158735924446,0.008156279575939469,94,0.500181752090149,0.5121597096188748,0.5061707308545119,0.0059889787643628845,0.5065359477124183
9,0.47003722190856934,0.03239154815673828,0.0018519163131713867,6.449222564697266e-05,"(13,)",0.1,100,"{'classifier__hidden_layer_sizes': (13,), 'classifier__learning_rate_init': 0.1, 'classifier__max_iter': 100}",0.48711433756805805,0.509996364958197,0.4985470395931711,0.011441010675937235,58,0.5616139585605234,0.5702359346642468,0.5659249466123851,0.004310988051861697,0.5
10,0.6616424322128296,0.051981329917907715,0.0019205808639526367,0.00011861324310302734,"(13,)",0.1,1000,"{'classifier__hidden_layer_sizes': (13,), 'classifier__learning_rate_init': 0.1, 'classifier__max_iter': 1000}",0.5023593466424683,0.5009087604507452,0.5016345804576825,0.0007252929044662986,48,0.5754271174118503,0.5622504537205082,0.5688387855661792,0.006588331845671036,0.5
11,0.8310571908950806,0.03633391857147217,0.0019855499267578125,0.00015616416931152344,"(13,)",0.1,10000,"{'classifier__hidden_layer_sizes': (13,), 'classifier__learning_rate_init': 0.1, 'classifier__max_iter': 10000}",0.4983666061705989,0.4867320974191203,0.4925535779150018,0.005817252840642782,75,0.5797891675754271,0.565880217785844,0.5728346926806356,0.0069544748947915624,0.5294117647058824
12,0.43312346935272217,0.0018912553787231445,0.0017970800399780273,8.463859558105469e-06,"(13,)",0.01,100,"{'classifier__hidden_layer_sizes': (13,), 'classifier__learning_rate_init': 0.01, 'classifier__max_iter': 100}",0.46823956442831216,0.4856415848782261,0.47693425354159097,0.008701007928875426,95,0.5056343147946202,0.5147005444646098,0.510167429629615,0.0045331148349948,0.4722222222222222
