,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__hidden_layer_sizes,param_classifier__learning_rate_init,param_classifier__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score,holdout_test_score
0,0.5362489700317383,0.2717479912360671,0.0011457204818725586,8.087095294676228e-05,"(46,)",0.01,1000,"{'classifier__hidden_layer_sizes': (46,), 'classifier__learning_rate_init': 0.01, 'classifier__max_iter': 1000}",0.4159132007233273,0.4159132007233273,0.4166666666666667,0.41742286751361163,0.41742286751361163,0.42,0.4218181818181818,0.41894353369763204,0.41894353369763204,0.41788321167883213,0.41808935706502,0.0017738011371517836,1,0.4177266303250555,0.4179285281647486,0.4188534517561566,0.4201816347124117,0.418970736629667,0.4184826472962066,0.41868442292171104,0.4173895501311277,0.4183982247327012,0.41770875352964904,0.41843245801994355,0.0007718367035762612,0.4166666666666667
