,0
2,1.143681595648149
3,1.0581164365848548
4,1.7370015360148168
5,1.6140223223807184
6,1.3567616843116463
7,1.307152698844482
8,1.2346117930730978
9,1.3719514469367544
10,1.3301806650738175
11,1.327068845581396
12,1.2634978156354222
