,0
2,0.41841262630186404
3,0.3808081989280177
4,0.3011332984832502
5,0.31243649103155463
6,0.28800443517192853
7,0.25761748067084517
8,0.3552457559026455
9,0.39997762910089313
10,0.4710126967876926
11,0.470783105335407
12,0.4867416261220999
