,0
2,0.4072444650168001
3,0.3690385346459619
4,0.2909233165397421
5,0.36579536027625265
6,0.2876894776619682
7,0.25632334712178845
8,0.3552173188121134
9,0.3995398533302933
10,0.4577280198110018
11,0.4788569801862265
12,0.49203855812133296
