,0
2,0.34734139892919913
3,0.31766367472820506
4,0.25249964500713845
5,0.3860566215660207
6,0.3216291392782018
7,0.2869239615396552
8,0.3752550921073109
9,0.4146706855116615
10,0.4440585224482204
11,0.4565227968596183
12,0.502811150894947
